userName,score,at,content
ulfa lutfiana,1,2022-10-25 08:04:17,"Ini kenapa sih jaringannya jadi jelek gini. Restart udah, mode pesawat udah. Matiin data idupin lagi pun tetep jelek. My XL sulit di pake juga klo sinyal e jelek. Perbaiki dong"
Diandraad,1,2022-10-24 18:08:53,"Awalnya suka bgt pake xl, dari yang awalnya beli vocer di konter jd diaplikasi. Tp skrg harga makin mahalll bgt, kalo mahal tapi jumlah GB nya dibanyakin oke. Tapi ini, udah mahal, jumlah GB nya sedikit bahkan setengahnya dari GB yang lama. Kalau kaya gini terus mending berhenti pake xl"
agus susanto,5,2022-10-24 17:31:31,"Makin ke sini makin aneh jaringannya, kirain pakai kuota jalur vip lebih mudah,ga lemot ternyata lebih parah lemot kayak keong, gimana sih ni xl, gimana mau bersaing bro, kasih jaringan bosui. Yg anehnya lagi kalau mati lampu jaringan ilang gilak ga tuh, tingkatkan lagi donk my xl indonsesia.. gimana mau bersaing dengan yang lain ya, hmhmhm Nasip baik gw masih kasih bintang 5"
Thariq Zidan,1,2022-10-24 12:11:37,"Nggak ngerti lagi saya sama XL dulu bagus, makin kesini malah makin jelek, harga makin mahal tapi kualitas malah berkurang, posisi lagi di kota malah nggak ada sinyal, mau searching aja susah, apa lagi saya dapet kuota bonus yg game mobile legend tapi saat kuota utamanya habis saya nggak bisa masuk bahkan main game mobile legend, itu kuota bonus cuma buat pengalihan doang ya biar pada beli?, Memang ampas, lebih baik Telkomsel yg mahal tapi sesuai dengan harga dari pada XL yg mahal tapi JELEK."
N A D S Gaming,1,2022-10-24 10:58:29,"Grafik doang jaringannya ngac3ng, sinyal nya lemot banget buka segala app loadingnya lama banget. Beli kouta mahal tapi ga sebanding udah gitu sinyalnya hilang²an pula, br3n9s3k."
Umam Takang (Jack),5,2022-10-24 05:33:55,Saya sih seneg pake xl apa lagi dapat bonus paket trus jadi tambah irit tapi kok jaringan saya VoLTE2 sangat tidak suport karna jaringa nya hilang ada dan teman teman saya. Yg saya ajak memakai Xl juga tidak demikian padahal hp saya sudah suport smua langkah sudah di lakukan tolong masalah jaringan di atasi apa lagi saat hujan. Maju terus Xl👍👍👍👍👍
Bima Candra,1,2022-10-23 20:46:34,"Tobat pake XL. Baru saja isi kuota, waktu awalan ngga ada kendala. Eh waktu pindah kota, langsung kuota utama sama sekali ngga bisa dipakai, jelek banget. Kuota masih full tapi gabisa dipake apa2, bahkan WA aja gabisa dipakai. Ini namanya pembohongan udah"
Diki Rinaldi,1,2022-10-23 16:42:28,kenapa harus mengganti pengaturan terlebih dahulu di kontrol pulsa agar pulsa tidak terpotong kuota diluar paket? yang tidak mengetahui hal tersebut sebelumnya jadi sudah terlanjur terpotong kuotanya. saya pakai xtra combo youtube. dan ketika saya hanya membuka aplikasi youtube tiba-tiba kuota utama saya berkurang 4gb padahal sudah ada kuota youtube. Kalau dari awal pengaturan default kontrol pulsa tidak terpotong pasti tidak ada pihak yang dirugikan. Sinyal juga tidak konsisten. Terima kasih
Pinokio,1,2022-10-23 16:41:21,"setelah beli kuota 58GB dengan harga 92,500.di extra combo plus, reguler. sinyal tadinya 4G beberapa saat langsung jadi E. sudah di mode pesawat sama saja. dan sekarang jam 23.40 jam segini biasa sinyal nya bagus. kenapa jadi E.? apa kah di sengaja? mengecewakan sekali anda. heeeeh..,"
Yusril Choerul Asas,3,2022-10-23 07:21:15,"Harga promo kuota memang murah, tapi sayang kebanyakan hanya user XL baru yang mendapatkan promo kuota murah/diskon. Harusnya user XL lama lebih berhak mendapatkan promo yang lebih baik dibanding dengan user baru. Dan satu lagi, jika sedang bermain game kadang koneksi tidak stabil apalagi jika ada pesan dari XL."
Diwanto Efriandi,1,2022-10-23 07:07:33,"Parah xl parah, terlalu sering koneksi eror atau bermasalah, sering sekali pas lagi ngegame atau lagi browsing tiba2 lost koneksi, dan disitu terkadang buat sangat kesal sampe pengen rasanya banting hp gara2 provider xl yg gak becus Padahal saya udh 4 tahun jadi pelanggan xl, dulu suka xl gara2 sering ada promo paket internet murah, tapi kalo seperti ini terus mending saya pindah ke provider yg lain Gak ada perbaikan sama sekali, bisanya cuman buat emosi pelanggannya aja!!!"
Sri Haryanti,1,2022-10-23 03:00:49,"Ternyata banyak juga yang ngalami masalah sama seperti Keluhan saya ma xl... Dari pengalaman saya dari sekian operator lain hanya XL paling parah Sinyal jelek kecepatan internet lemot parah edge jika 4g masih aja lemot komplain tidak terselesaikan blsan solusi SMS Pelanggan setia XL, terkait nomor keluhan Cxxxxxxxx, mengenai kendala jaringan, berdasarkan hasil pengecekan perlu penambahan jaringan yg akan direalisasikan bertahap. Info: xl.co.id/LC hadeuh..... Berubah atau punah ...."
Medi Medi,1,2022-10-22 19:10:37,"Saya berjanji karena saya tidak akan mau lagi pakai kartu XL ini, sinyal nya sering lemot dan hilang - hilangan, karena saya sudah sangat kecewa dan kecewa sekali dengan kartu perdana kouta XL yang saya pakai ini, tolong diperbaikin untuk ke depan nya."
Muhammad Budi Prakarsa R. S.Or.,1,2022-10-22 17:43:47,"Ini aplikasinya sudah finishing apa bagaimana? Hampir tiap minggu/bulan mintanya update mulu, yang buat aplikasinya minta tolong biar selesaiin dulu program atau apalah didalamnya supaya orang-orang bisa menikmati aplikasinya tanpa pemberitahuan update setiap kali aplikasi ""myXL"" dibuka. Juga yang paling penting diperbaiki dari pihak pembuat aplikasi myXL ini agar kiranya membuat aplikasi ini lebih mudah untuk dibuka (loading dalam aplikasi terkadang lama padahal kualitas jaringannya bagus)."
Zaul den hamonangan,1,2022-10-22 15:05:55,"Jaringannya buriQ, terus misalkan aku isi pulsa yang biasanya dapat bonus ini ngga dapat sama sekali jaringan suka ilang pas ngegame dan itu bikin performa main gw ancur gra gara jaringan ilang kalau bikin apk tuh yg bener jgn setengah setengah TOLONG PERBAIKI ANJ! kalau kaya gini pengguna XL bakal berkurang karena mereka akan lebih pilih pindah ke Telkomsel, smartfen, im3, Indosat karena tidak puas dengan hal hal seperti ini aku udh lama pake XL dan ini ngga pernah di perhatiin sama pihak myXL"
Linda Novayuliana,1,2022-10-22 14:33:33,"Jaringan terburik yg pernah ada, udhlah harga paket mahal jaringan sulit, apalagi kalau hujan jaringan tiba"" ilang ada angin kenceng dikit juga tambah burik, kesini mau nyampein keluh kesah aja, mau pinfah provider lain (indosat). Perbaiki jaringan dulu, jangan harga paket aja yg diurus, pernah beberapa kali beli paket lewat apl pembayaran via e wallet dana, dana sudah kepotong kuota tidak ada masuk, kan sialan ente, sebenarnya mau berkata kasar tapi sudahlah perbaiki dulu aja kualitasnya."
Antonius Alexander,5,2022-10-22 13:03:13,"jaringan masuk sampai pelusuk desa,dan sangat membantu masyarakat pendesaan,tp kalau bisa di perbaiki sistem jaringan,karena jaringan sering gangguan.dan kalau gangguan biasanya ada sampai lebih dari satu minggu"
Ruslan Fernando,5,2022-10-22 04:33:10,"Tolong perlancar jaringan woy, di kota ini udah 4g tapi masih aja lemot Jaringan apa ini, udah banyak peminat nya kok malah jadi kaya gini!!!!!!! Semoga jaringan makin lancar ya tolong🙏"
Teguh Arshaka,1,2022-10-22 01:13:46,"Tolong di perbaiki lah mau masuk aplikasi lama padahal udah di apdet berapa kali malah tambah berat ni aplikasi, paling sebel lagi kuota masih banyak tapi pulsa tetep aja ke makan tolang di benerin lagi!!!!!!!!!!!!!!!!!!!! Aplikasi apaan ga jelassssssssssssssssssssssssssssssssssss"
ian riyan,2,2022-10-20 18:19:25,"Kenapa aplikasi My XL tidak bisa dibuka, sudah dicoba menggunakan beberapa jaringan dari XL, operator lain hingga menggunakan Wi-fi tetap tidak dapat terbuka. Pernah dicoba satu malam dari baterai full hingga setengah tetap aplikasi My XL tidak bisa dibuka. Begitu juga dengan menggunakan device lain tetap loading lama. Versi aplikasi 5.6.12 Device : Vivo - vivo - samsung"
Yessi 123,2,2022-10-20 07:30:05,Di lihat dari review org...kirain cuma saya aja yg merasa performa XL sudah menurun...dari segi kualitas internet skrg sudah lemot..!!!Harga paket nya juga sudah mahal...di tambah lagi dengan aplikasi yg sangat buruk...!!!loading nya lama dan sering ada bug...!!semoga XL kedepan nya memperbaiki kualitas internet nya
dhany ramdhan,2,2022-10-20 04:58:26,"Error trus aja,ga bisa masuk..pas udah masuk sering keluar sendiri ..tolong diperbaiki...sudah sering di clear cache,diinstal ulang,restart hp..tetap error..klo gini terus mending ganti kartu kayaknya.."
Yoren G,1,2022-10-20 02:45:15,"Bingung, udah xl prioritas tetep aja lemot ,sinyal ilang. udah gitu mau beli paket tambahan aja ribet , error trs cuman bisa beli 5 gb yang 15 rb. Padahal ada yg bulanan tapi g bisa dibeli (haha ini, serius ga sih bikin pelayananya ??)"
Rongtelo Rongtelo,1,2022-10-19 15:40:39,sangat megecewakan saat terjadi pembayaran di outlet padahal saya sudah ke mini market katanya gk bisa juga terus saya ke kuonter terdekat pun juga gak bisa jadi perbaiki lagi kadang pas bukak di apk my xl ini kadang loading sering keluar sendiri jadi males lah kaya gitu bagus nya yg dulu mudah gak ribet sekarang beda ni apk
Angga Kusuma,1,2022-10-19 14:36:20,Saya pengguna XL udah lama tapi makin kesini makin mengecewakan. Jaringan internet semakin memburuk. Untuk main game atau untuk searching semakin memburuk sinyalnya. Sinyal full tapi internetan jumping k/s atau b/s dari kekuatan sinyalnya. Lama-lama banyak konsumen yang akan pindah provider kalo jaringannya semakin memburuk....
Resdantin,4,2022-10-19 14:23:32,"Semakin memburuk ya, tolong di tingkatkan lagi kualitasnya , setiap mati lampu sinyal lgs ikut mati, dlm keadaan darurat gak bisa d pake klo begini.."
Toni Jack,1,2022-10-19 14:08:54,Sengaja saya kasih satu bintang saja biar di baca. Aplikasi yang lemotnya luar biasa tingkat dewa. Kalau buka aplikasi my XL buat mendaftarkan paket atau cek kuota bikin emosi. Ini tolong aplikasi my XL di perbaiki biar customer gak pada kecewa. Ampunnnn dah ini padahal banyak banget yg complain tapi tidak ada perbaikan sama sekali. Ammmppuuunnnn dah my XL bikin kecewa luar biasa
Agung Gusnadi,1,2022-10-19 13:43:20,"Buruk sekali, depelover nya gimana ini bikin aplikasi, Tolong lah perbaiki saya mau beli paket di my xl loading lama parah asli padahal buka aplikasi lain lancar"" aja, update terus tapi makin buruk ni aplikasi. Sinyal xl hilang tiba"" itu kenapa sih hampir setiap hari tolong lah niat dikit perbaiki kualitas jaringan nya"
anthonius Tonapa,5,2022-10-19 05:21:19,"XL ku mantap...jangkauan mulai berkembang di tiap pulau...kami berharap khususnya jalur pelayaran laut di tiap kepulauan Nusantara Indonesia, yang blm difasilitasi agar difasilitasi, proyek tower BTS, penambahan kapasitas bandwidth, agar kita yg bekerja di daerah alur pelayaran. Lebih lancar berkomunikasi. Terimakasih"
Maulidatun Nafila,1,2022-10-18 23:28:42,"Jaringannya sangatttttt burukkkk,tolong tingkatkan lagiiii kualitas aplikasimyaaa,aplikasinya juga tidak bisa dibuka,jaringan buruk aplikasi pun buruk,tolong banget ditingkatkan fasilitas nya dan kualitasnya,biar tidak ada yang mengeluh dan semua bisa nyaman menggunakan xl,terima kasih"
Firdiie Kurniawan,1,2022-10-18 17:58:58,"Viturnya bagus. Tapi XLprioritasnya yang kurang bagus. Boros ke kuota. Nyesel gabung XLprioritas. Untuk ganti ke regular aja harus ke XLcenter, nyampek XLcenter antre lama, jika belum jatuh tagihan, karyawannya gak mau memproses, arahannya harus balik setelah kelihatan jatuh tempo. Kan capek sudah antre lama. RIBET."
23. Muhamad Arief Wicaksana,1,2022-10-18 17:00:22,"Ah percuma bayar mahal mahal tapi sinyal masih ilang ilangnya, kecewalaa kalau begini. Tolol emang XL, harga doang mahal tapi masalah kualitas sinyal masih jelek dan ilang ilangan. Murahin aja deh harganya kalau kualitasnya masih dibawah rata rata!"
Qi,2,2022-10-18 11:46:44,"Kenapa XL seringkali gk ada sinyal, main game jadinya susah. Padahal kuota masih banyak, tapi jaringan lemot. Saya kurangin bintangnya, mentang2 saya pake paket ketengan gk pernah lancar jaringannya. Makin kesini makin mahal aja paket internet nya"
DEN TI,1,2022-10-18 09:42:42,"Katanya ""buka myxl, gratis tanpa kuota"" tapi bohong, buat buka applikasinya ajh harus nunggu beberapa menit, lama banget buat bukanya, trus kalo mau buka app, kuotanya harus gede dulu, karna kalo kuotanya udh mau habis, padahal masih ada ratusan MB lagi, tapi gk bisa kbuka. Tolong ditingkatkan lagi performanya. Padahal dulu gak kaya gini."
Muhammad Andra,3,2022-10-18 09:40:58,"Kalo untuk di daerah saya jaringan nya cukup baik. Cuman yg saya sayangkan knp makin hari harga paketnya makin mahal,trus ketika kita punya bonus kuota mobile legend misalnya,itu kok yg terpakai tetap kuota utama,bukan kuota bonus mobile legend yg berkurang."
Kitto Creative,1,2022-10-17 12:04:20,Banyakan Update tapi Makin banyak error. Dan juga jaringan sering Gak jelas. Bagusan yang versi sebelumnya. Mana katanya prioritas dapat info lewat email ? Ini gak ada pemberitahuan. Harus ke kantor untuk bayar tagihan XL Prio. Tapi malah Makin sering error
Dini Sopiani,3,2022-10-17 09:46:48,"Jelek sekali... Udh 2 minggu ini gak bisa dibuka aplikasinya. Kepaksa di uninstal aja dah... Tp begitu di instal lagi dg nomor sendiri, eeeh yg muncul malah nomor & nama org lain. Kok bs gitu ya??? Itu dulu seh... Skrg udh bisa log in lagi tak coba dl ⭐3 yaa"
Ardian Hermawan,2,2022-10-17 08:43:24,"Ada apa dengan aplikasi myxl ??padahal sinyal, kuota dan masa aktif paket masih banyak tapi tidak bisa buka aplikasi nya. Selalu buffering, tolong cepat di atasi agar saya bisa ngecek lewat aplikasi kembali."
Jeni Kurniawan,1,2022-10-17 05:38:22,"Ngabisin data dan pulsa dulu, setelah itu mungkin tidak di pakai lagi jaringan ini.. Semua cara udah di lakukan... Hasilnya sama saja tidak normal di semua aplikasi... Padahal baru semalam aku beli paket, fb lelet tiba2 di alihkan ke mode gratis.... Aplikasi lain sama saja tidak optimal... Buka myxl juga lama tiba2 keluar sendiri..."
Abdul Hanif,1,2022-10-17 02:17:27,"Saya baru make XL , biasanya 2-3 hari kmaren lancar. hari ini gangguan parah, padahal jaringannya 4 kotak (sangat bagus), tapi malah gabisa internetan. Sudah saya restart berkali kali, namun tidak ada perubahan. Mohon kepada admin kasih tau apa kendalanya, terimakasih."
Nurul Jamiah,1,2022-10-17 01:47:32,Halo XL... Sekarang kenapa suka makan pulsa .. pulsa lama2 habis dipotong penggunaan data.. padahal semua paket sudah nonaktiv dan pake operator lain buat internetan. Gak pake data kok selalu ada notif penggunaan data. Tahu tahu pulsa abis aja.
Tarisa Atalia,4,2022-10-16 22:24:18,"Aneh beli kuota ga masuk padahal udah minta pengembalian dana,tapi pas live chat mslh anda sudah selesai,padahal belum,waktu itu tuh baru aktipin paket,selang 10 hari kok udah abis pdhl itu kuota banyak banget,kok ga bisa buka semua aplikasi,yaudah terpaksa beli lagi aja,eh tetep gabisa,pas besok nya di cek ternyata kuota yang waktu itu masih banyak dan yang baru belinya lagi ga masuk,udah chat sana sini tetap ga ada hasil,ya dari XL nya udah ada pemberitahuan udah selesai mslhnya,padahal belum,"
Ida Mutiara Siahaan,3,2022-10-16 16:47:32,"Sudah beli pulsa, mau beli paket eh aplikasi tibatiba sedang dalam perbaikan. Selalu saja begitu, tolong aplikasinya lebih konsisten lagi untuk mempermudah penggunaannya."
Jayen Bulat,3,2022-10-16 07:47:00,Knp udah ga bisa top up lagi biasanya kan bisa jadi makin ribet nih masak buat pake beli paket doank biasa nya ku top up lah sekarang mau top up lagi malah ga ada tolong lah tambah kan lagi cara top up nya tapi dengan harga yang murah diskon kek 50 % kalo beneran di tambahin lagi fiturnya dan ada diskon top up auto bintang 5 dan tambah lah masa aktif bonus koutanya
kegabutan masa lampau,1,2022-10-16 04:54:28,"Tolong habis update barusan, saya beli kuota 88gb 106K udah berhasil pembayaran tapi paket belum masuk, riwayat transaksi di aplikasi tidak ada, namun saldo shopeepay saya sudah berkurang! Tolong dibaikin jangan membuat rugi!!!"
Robby Setiawan,1,2022-10-16 04:39:39,"Sangat sangat mengecewakan .. saya sudah pakai XL sejak lama ga kaya gini !! Makin kesini makin tidak bisa dipercaya lagi .. Udah kuotanya combo flex nya ga bisa di aktifkan .. kalo pun bisa cuma 1 GB .. padahal dulu 3Gb , harga makin mahal .. hadehhhh !! Sekarang udah males pakai XL .. yg jelas besok ganti !!! Terimakasih"
Hilal Fj,1,2022-10-16 02:05:39,"Tolong lah di perbaiki sistemnya, setiap mau buka apk kadang eror atau tidak.. Terus juga masalah paket akrab setiap mau atur limit pemakaian kuota anggota gagal terus dan eror, gimana sih ini XL.. Sudah menggunakan XL ± 6 tahun"
Emil salamah,3,2022-10-14 10:45:12,"Aplikasi sangat tidak nyaman dipakai, susah diakses bahkan berkali-kali keluar aplikasi tanpa sebab. Saya bahkan tidak dapat membeli kuota lewat aplikasi dan langsung keluar aplikasi begitu saja 🤦. Saya harap kedepannya dapat diperbaiki lagi"
Pangestu Huang,1,2022-10-14 09:14:58,"Force close terus aplikasinya, sudah saya coba lakukan seperti yang disarankankan admin untuk clear cache/ data dan install ulang juga sama saja. sinyal saya juga bagus, silahkan di fixing bug nya, apalagi ini forceclose nya terjadi saat masuk ke page pemilihan paket, jadinya tidak dapat membeli paket dari aplikasi, di tunggu fixing aplikasinya, (Redmi Note 11 Pro)"
Fito Agustian,2,2022-10-14 08:14:52,"transaksinya lemot banget, masuknya lama dan setiap mau beli paket selalu keluar teruss gimana si. tolong we diperbaiki sebagai pengguna xl saya kurang suka LEMOT parah!!!!! SAYA JG SUDAH UPDATE KE 5.6.11 TTP KELUAR SENDIRI. TOLONG YAAAAAA"
arinal haque,5,2022-10-14 07:58:51,"Kenapa setiap mau transaksi, tibatiba app keluar sendiri. Dan saya punya bonus kuota atas pembeelian pulsa jadi gabisa diambil.. sudah upgrade, sudah log out, sudah restart, sudah cari jaringan, tapi tetap saja tidak bisa"
